epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.05774,2.96274,84.5453,0.66933,0,0,0,0,1.62382,10.4087,0.41252,0,0,0
2,5.99948,3.68357,85.7769,1.03763,0,0,0,0,1.64618,10.4459,0.41773,1.901e-05,1.901e-05,1.901e-05
3,8.92806,6.1858,85.2083,1.45941,0,0,0,0,1.71775,10.5525,0.4361,3.604e-05,3.604e-05,3.604e-05
4,11.4569,4.82119,58.0562,1.42502,0,0,0,0,1.83319,10.751,0.47281,5.109e-05,5.109e-05,5.109e-05
5,14.2526,4.71625,44.4823,1.40139,0,0,0,0,1.91921,10.9119,0.49995,6.416e-05,6.416e-05,6.416e-05
6,16.9178,4.1891,36.0385,1.06474,0,0,0,0,2.15832,11.0537,0.52896,7.525e-05,7.525e-05,7.525e-05
7,19.583,4.12396,19.5289,1.21318,0,0,0,0,2.48516,11.2012,0.54414,8.436e-05,8.436e-05,8.436e-05
8,22.2982,5.03037,47.0402,1.21616,0,0,0,0,2.7456,11.3642,0.56292,9.149e-05,9.149e-05,9.149e-05
9,25.0285,3.31596,32.7298,1.01202,0,0,0,0,3.01168,11.5208,0.58309,9.664e-05,9.664e-05,9.664e-05
10,27.7487,3.67259,28.2106,0.93366,0,0,0,0,3.26762,11.7057,0.60918,9.981e-05,9.981e-05,9.981e-05
11,30.4039,4.24659,40.2596,0.96198,0,0,0,0,3.45304,11.8898,0.63574,0.000101,0.000101,0.000101
12,33.0014,4.87034,50.4522,0.93318,0,0,0,0,3.53447,12.0002,0.6491,0.00010021,0.00010021,0.00010021
13,35.7548,3.83911,19.7612,0.96657,0,0,0,0,3.68301,12.2482,0.68903,9.744e-05,9.744e-05,9.744e-05
14,38.5423,3.2532,22.8736,0.82076,0,0,0,0,3.74194,12.4992,0.7312,9.269e-05,9.269e-05,9.269e-05
15,41.2356,4.17005,25.1002,0.99558,0,0,0,0,3.74602,12.5975,0.74545,8.596e-05,8.596e-05,8.596e-05
16,43.8311,3.81275,24.8703,0.95196,0,0,0,0,3.75093,12.5851,0.74013,7.725e-05,7.725e-05,7.725e-05
17,46.4078,4.20293,20.4875,0.89662,0,0,0,0,3.75199,12.4712,0.71737,6.656e-05,6.656e-05,6.656e-05
18,49.0506,4.47238,22.1375,0.8906,0,0,0,0,3.75199,12.4712,0.71737,5.389e-05,5.389e-05,5.389e-05
19,51.7315,3.47478,24.6038,0.87205,0,0,0,0,3.74819,12.3861,0.70072,3.924e-05,3.924e-05,3.924e-05
20,54.3207,2.8249,14.6004,0.87531,0,0,0,0,3.74819,12.3861,0.70072,2.261e-05,2.261e-05,2.261e-05
