epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.16749,2.96274,84.5453,0.66933,0,0,0,0,1.62382,10.4087,0.41252,0,0,0
2,6.06445,3.68357,85.7769,1.03763,0,0,0,0,1.64661,10.4465,0.41784,1.9604e-05,1.9604e-05,1.9604e-05
3,8.96515,6.18361,84.869,1.45823,0,0,0,0,1.72242,10.5594,0.4374,3.8416e-05,3.8416e-05,3.8416e-05
4,11.7878,4.82853,57.2054,1.41697,0,0,0,0,1.8458,10.7739,0.47699,5.6436e-05,5.6436e-05,5.6436e-05
5,14.4958,4.65747,42.8559,1.38263,0,0,0,0,1.95015,10.9586,0.50904,7.3664e-05,7.3664e-05,7.3664e-05
6,17.3459,4.10141,35.3224,1.05928,0,0,0,0,2.27993,11.1299,0.54066,9.01e-05,9.01e-05,9.01e-05
7,20.3362,4.17703,18.852,1.19754,0,0,0,0,2.62615,11.3052,0.55773,0.000105744,0.000105744,0.000105744
8,23.2512,4.9706,44.5091,1.15369,0,0,0,0,3.00202,11.5945,0.60135,0.000120596,0.000120596,0.000120596
9,26.0147,3.1833,29.7929,0.97082,0,0,0,0,3.43722,11.9429,0.66063,0.000134656,0.000134656,0.000134656
10,28.8733,3.43764,23.9066,0.90482,0,0,0,0,3.73267,12.3869,0.73071,0.000147924,0.000147924,0.000147924
11,31.7647,4.7467,22.4989,0.95519,0,0,0,0,3.73757,12.4095,0.72217,0.0001604,0.0001604,0.0001604
12,34.4472,4.5657,23.8367,1.00934,0,0,0,0,3.57343,11.8695,0.61706,0.000172084,0.000172084,0.000172084
13,37.17,5.01406,18.7598,0.94513,0,0,0,0,3.30047,11.5162,0.5424,0.000182976,0.000182976,0.000182976
14,39.9975,3.71219,17.4657,0.87987,0,0,0,0,2.98483,11.2327,0.48162,0.000193076,0.000193076,0.000193076
15,42.655,3.5073,12.5166,0.77984,0,0,0,0,3.32981,11.5632,0.53636,0.000202384,0.000202384,0.000202384
16,46.7571,4.32695,14.0708,0.7715,0.00167,0.5,0.00275,0.00082,3.30268,12.209,0.65232,0.0002109,0.0002109,0.0002109
17,49.8519,3.99597,14.5406,0.84331,0,0,0,0,2.1573,10.75,0.39102,0.000218624,0.000218624,0.000218624
18,52.8083,4.26352,18.0832,0.8743,0,0,0,0,2.1573,10.75,0.39102,0.000225556,0.000225556,0.000225556
19,55.497,3.92009,13.89,0.82938,0,0,0,0,2.3017,10.863,0.42341,0.000231696,0.000231696,0.000231696
20,57.9387,4.0952,16.6034,0.82856,0,0,0,0,2.3017,10.863,0.42341,0.000237044,0.000237044,0.000237044
21,60.4323,3.21966,18.8456,0.84736,0,0,0,0,1.97562,10.7274,0.39985,0.0002416,0.0002416,0.0002416
22,64.028,3.98369,14.261,0.81821,0,0,0,0,1.97562,10.7274,0.39985,0.000245364,0.000245364,0.000245364
23,66.491,3.75088,16.4348,0.84286,0,0,0,0,2.23089,10.8307,0.40124,0.000248336,0.000248336,0.000248336
24,68.8227,3.4713,12.3242,0.83341,0,0,0,0,2.23089,10.8307,0.40124,0.000250516,0.000250516,0.000250516
25,71.2048,5.12323,20.1218,0.91943,0,0,0,0,2.33147,10.873,0.39832,0.000251904,0.000251904,0.000251904
26,73.5767,3.37778,10.7317,0.78538,0,0,0,0,2.33147,10.873,0.39832,0.0002525,0.0002525,0.0002525
27,76.0297,3.58545,15.2413,0.78544,0,0,0,0,2.3931,10.8759,0.3889,0.000252304,0.000252304,0.000252304
28,78.8849,4.11595,14.9764,0.8657,0,0,0,0,2.3931,10.8759,0.3889,0.000251316,0.000251316,0.000251316
29,81.6579,4.18126,15.0698,0.85512,0,0,0,0,2.90773,11.1504,0.44117,0.000249536,0.000249536,0.000249536
30,84.0576,3.62671,9.73772,0.757,0,0,0,0,2.90773,11.1504,0.44117,0.000246964,0.000246964,0.000246964
31,86.5575,3.92193,11.1326,0.8099,0,0,0,0,3.09648,11.4164,0.47363,0.0002436,0.0002436,0.0002436
32,89.0855,4.16685,10.0823,0.78596,0,0,0,0,3.09648,11.4164,0.47363,0.000239444,0.000239444,0.000239444
33,91.9564,3.4151,11.878,0.82099,0,0,0,0,3.33768,11.6229,0.51407,0.000234496,0.000234496,0.000234496
34,94.6847,3.54823,10.933,0.78821,0,0,0,0,3.33768,11.6229,0.51407,0.000228756,0.000228756,0.000228756
35,97.4433,3.95557,11.0517,0.68439,0,0,0,0,3.81049,12.0538,0.61134,0.000222224,0.000222224,0.000222224
36,99.8683,3.82015,12.3255,0.86776,0,0,0,0,3.81049,12.0538,0.61134,0.0002149,0.0002149,0.0002149
37,102.361,3.4374,11.8935,0.79503,0,0,0,0,3.51994,12.1434,0.63971,0.000206784,0.000206784,0.000206784
38,104.816,3.60906,9.42187,0.74745,0,0,0,0,3.51994,12.1434,0.63971,0.000197876,0.000197876,0.000197876
39,107.57,3.91736,10.0576,0.71706,0,0,0,0,3.55279,12.2487,0.67231,0.000188176,0.000188176,0.000188176
40,110.263,3.65147,17.0922,0.71102,0,0,0,0,3.55279,12.2487,0.67231,0.000177684,0.000177684,0.000177684
41,113.015,3.44751,14.7973,0.64986,0,0,0,0,3.64671,12.0847,0.65615,0.0001664,0.0001664,0.0001664
42,115.66,3.00686,15.8444,0.86568,0,0,0,0,3.64671,12.0847,0.65615,0.000154324,0.000154324,0.000154324
43,118.209,3.05034,13.2389,0.72104,0,0,0,0,3.70564,11.9194,0.64485,0.000141456,0.000141456,0.000141456
44,120.585,3.22266,11.1817,0.75935,0,0,0,0,3.70564,11.9194,0.64485,0.000127796,0.000127796,0.000127796
45,123.606,3.22387,11.1792,0.68418,0,0,0,0,3.7363,11.8885,0.65271,0.000113344,0.000113344,0.000113344
46,126.18,3.26815,13.644,0.73791,0,0,0,0,3.7363,11.8885,0.65271,9.81e-05,9.81e-05,9.81e-05
47,128.78,3.55035,13.1622,0.77321,0,0,0,0,3.7522,11.8358,0.65898,8.2064e-05,8.2064e-05,8.2064e-05
48,131.096,3.73844,16.8477,0.77575,0,0,0,0,3.7522,11.8358,0.65898,6.5236e-05,6.5236e-05,6.5236e-05
49,133.411,3.23252,11.951,0.77767,0,0,0,0,3.74361,11.8231,0.66641,4.7616e-05,4.7616e-05,4.7616e-05
50,135.752,3.34851,11.5718,0.79202,0,0,0,0,3.74361,11.8231,0.66641,2.9204e-05,2.9204e-05,2.9204e-05
